iter	MAPE	RMSE	R2	MAE
2584	0.01335593381	0.1748706455	0.9661103427	0.1193534994
2585	0.01335493144	0.1748542029	0.9661167155	0.119345696
2586	0.01335413294	0.1748441888	0.9661205965	0.1193379701
2587	0.01335321456	0.1748189399	0.9661303807	0.1193327172
2588	0.0133525465	0.174811831	0.9661331352	0.1193266104
2589	0.01335127295	0.1747981054	0.9661384532	0.1193172497
2590	0.01335046051	0.1747876625	0.966142499	0.1193111826
2591	0.01334919367	0.1747703408	0.9661492094	0.1193000906
2592	0.01334836704	0.1747587799	0.9661536876	0.119292749
2593	0.01334720444	0.1747414734	0.9661603909	0.1192831858
2594	0.01334687706	0.1747384168	0.9661615748	0.1192801733
2595	0.01334623596	0.1747304453	0.9661646621	0.1192745304
2596	0.01334478869	0.1747137399	0.9661711316	0.1192615334
2597	0.01334330707	0.1746940323	0.9661787629	0.1192498631
2598	0.01334281466	0.1746843321	0.9661825187	0.1192456539
2599	0.01334215862	0.1746746478	0.9661862683	0.1192407904
2600	0.01334120039	0.1746632176	0.9661906935	0.1192325248
2601	0.01334069432	0.1746519793	0.966195044	0.1192283777
2602	0.01333983289	0.1746372066	0.9662007625	0.1192203194
2603	0.01333837658	0.1746203198	0.9662072987	0.1192075887
2604	0.01333763484	0.1746109957	0.9662109075	0.1192016824
2605	0.01333660703	0.174592934	0.9662178974	0.119193345
2606	0.01333596675	0.1745857099	0.9662206929	0.1191877783
2607	0.01333535871	0.1745768719	0.9662241128	0.1191821153
2608	0.01333492321	0.174570385	0.9662266228	0.119178326
2609	0.01333424088	0.174560293	0.9662305276	0.1191731619
2610	0.01333327375	0.174545388	0.9662362943	0.1191645145
2611	0.01333215307	0.1745316872	0.9662415946	0.1191555514
2612	0.01333131814	0.1745212415	0.9662456353	0.1191484808
2613	0.01333074902	0.1745113249	0.9662494712	0.1191428059
2614	0.0133304589	0.1745048574	0.9662519728	0.1191406265
2615	0.01332910008	0.1744786543	0.966262107	0.1191297384
2616	0.01332754718	0.1744631722	0.9662680941	0.1191174098
2617	0.01332655403	0.1744547781	0.96627134	0.1191092979
2618	0.01332556653	0.174424403	0.9662830842	0.1191038019
2619	0.01332480745	0.1744159994	0.9662863331	0.1190973497
2620	0.0133239633	0.1744056174	0.9662903465	0.1190901836
2621	0.01332316468	0.1743973741	0.966293533	0.119082554
2622	0.0133222817	0.1743842478	0.9662986068	0.1190757367
2623	0.01332164254	0.1743760047	0.9663017928	0.1190685541
2624	0.01332062166	0.1743585892	0.9663085236	0.119059712
2625	0.01332001668	0.1743470313	0.9663129901	0.1190542261
2626	0.01331945943	0.1743206288	0.9663231922	0.1190504334
2627	0.01331847679	0.1743043979	0.9663294632	0.1190420016
2628	0.01331772876	0.174292283	0.9663341435	0.1190349352
2629	0.013317263	0.1742854438	0.9663367855	0.119030803
2630	0.01331676751	0.1742770722	0.9663400194	0.1190271691
2631	0.01331541439	0.1742596311	0.9663467563	0.1190167656
2632	0.01331483187	0.1742508313	0.966350155	0.1190119617
2633	0.01331394121	0.1742415942	0.9663537225	0.1190048748
2634	0.01331294003	0.1742268371	0.9663594215	0.1189960131
2635	0.01331235536	0.1742198219	0.9663621305	0.1189909545
2636	0.01331174237	0.1742043274	0.9663681135	0.1189855622
2637	0.01331106813	0.1741923942	0.966372721	0.1189793368
2638	0.01330974436	0.1741781375	0.9663782252	0.1189666104
2639	0.01330826407	0.1741597703	0.9663853157	0.1189523657
2640	0.0133075329	0.174149522	0.9663892716	0.1189463175
2641	0.0133058112	0.174118888	0.9664010953	0.1189331905
2642	0.01330528573	0.1740939811	0.9664107069	0.1189296414
2643	0.01330434252	0.1740814461	0.9664155437	0.1189221821
2644	0.01330343799	0.1740698582	0.9664200147	0.1189137542
2645	0.01330213465	0.174057769	0.9664246788	0.11890162
2646	0.0133016189	0.1740505336	0.9664274701	0.1188968553
2647	0.01330069877	0.1740405626	0.9664313166	0.1188876998
2648	0.0132989069	0.1740211348	0.9664388106	0.1188736557
2649	0.01329813356	0.1740107569	0.9664428134	0.1188674323
2650	0.01329752209	0.1739895199	0.9664510038	0.1188642743
2651	0.01329668302	0.1739735843	0.966457149	0.1188580046
2652	0.01329556878	0.1739571551	0.9664634839	0.1188484663
2653	0.01329518513	0.1739500114	0.9664662383	0.1188460403
2654	0.01329464547	0.1739453631	0.9664680305	0.1188411174
2655	0.01329352651	0.1739275613	0.9664748935	0.1188328326
2656	0.01329286657	0.1739057439	0.9664833037	0.1188270773
2657	0.01329253932	0.1739003771	0.9664853724	0.1188242093
2658	0.01329163514	0.1738834551	0.9664918946	0.1188170683
2659	0.01329135841	0.1738795859	0.9664933858	0.1188146445
2660	0.01329088388	0.1738714253	0.9664965308	0.1188099532
2661	0.01329046719	0.1738680209	0.9664978428	0.1188052913
2662	0.01328947991	0.1738536722	0.9665033722	0.1187969265
2663	0.01328911222	0.1738474543	0.9665057682	0.1187937235
2664	0.01328804058	0.1738360729	0.9665101536	0.1187845419
2665	0.01328649728	0.1738225167	0.9665153767	0.1187706544
2666	0.0132856561	0.17380974	0.966520299	0.1187634924
2667	0.01328505265	0.1738005219	0.9665238502	0.1187583575
2668	0.01328417062	0.1737879403	0.9665286967	0.118751241
2669	0.01328294998	0.1737750126	0.9665336762	0.1187401612
2670	0.0132816228	0.1737600885	0.9665394243	0.1187287695
2671	0.01327997115	0.1737430606	0.966545982	0.1187131228
2672	0.01327840465	0.173725349	0.9665528024	0.1186989096
2673	0.01327768649	0.1737155208	0.9665565867	0.1186933892
2674	0.01327693393	0.1737057687	0.9665603415	0.1186869185
2675	0.01327658764	0.1736998208	0.9665626315	0.1186842311
2676	0.01327519564	0.1736807984	0.9665699548	0.1186724697
2677	0.01327459171	0.1736732328	0.9665728671	0.1186670413
2678	0.01327360489	0.1736572747	0.9665790098	0.1186582053
2679	0.01327275891	0.1736429161	0.9665845363	0.1186507509
2680	0.01327183813	0.1736299706	0.9665895185	0.1186432965
2681	0.01327097367	0.1736202956	0.9665932418	0.1186356909
2682	0.01327031279	0.1736110541	0.9665967981	0.1186294126
2683	0.01326904242	0.1735944535	0.9666031858	0.1186196778
2684	0.01326833355	0.1735839508	0.9666072268	0.1186135942
2685	0.01326740956	0.1735641302	0.9666148522	0.118605877
2686	0.01326685753	0.1735570084	0.9666175919	0.1186008002
2687	0.01326570863	0.1735404111	0.9666239764	0.1185891031
2688	0.01326513085	0.1735298372	0.9666280435	0.1185838329
2689	0.01326388738	0.1735086774	0.9666361816	0.1185732341
2690	0.01326275775	0.1734886148	0.9666438967	0.1185640086
2691	0.01326205604	0.1734764002	0.9666485935	0.1185574211
2692	0.01326090504	0.1734606517	0.9666546486	0.1185479386
2693	0.01326036667	0.1734501924	0.9666586698	0.1185434101
2694	0.0132594382	0.1734221202	0.9666694612	0.11853832
2695	0.01325840731	0.1734070321	0.9666752607	0.1185296882
2696	0.01325760844	0.1733953283	0.9666797589	0.1185221492
2697	0.01325631067	0.173376863	0.9666868552	0.1185110121
2698	0.01325522864	0.1733572864	0.9666943778	0.1185030364
2699	0.01325440089	0.1733475321	0.9666981257	0.1184944983
2700	0.01325378998	0.1733386522	0.9667015375	0.1184888273
2701	0.01325326495	0.1733324977	0.966703902	0.1184846131
2702	0.01325260151	0.1733199574	0.9667087196	0.1184783881
2703	0.01325171692	0.1732948402	0.966718368	0.1184737963
2704	0.01325048624	0.1732764208	0.9667254426	0.1184631046
2705	0.01324924622	0.173260288	0.9667316383	0.1184521206
2706	0.01324823668	0.173245784	0.966737208	0.1184439321
2707	0.01324773132	0.1732371551	0.9667405214	0.1184395916
2708	0.01324750078	0.1732296383	0.9667434076	0.1184378138
2709	0.01324718891	0.1732252653	0.9667450866	0.1184345526
2710	0.01324655687	0.1732136383	0.9667495507	0.1184289373
2711	0.01324586886	0.1732056034	0.9667526354	0.1184231119
2712	0.0132441285	0.1731880709	0.9667593659	0.1184079433
2713	0.01324374689	0.1731813838	0.9667619328	0.1184040626
2714	0.01324305675	0.1731721745	0.9667654677	0.1183971206
2715	0.01324214924	0.1731524945	0.9667730211	0.1183899873
2716	0.01324166895	0.1731417121	0.9667771591	0.1183854828
2717	0.01324081454	0.1731295398	0.9667818303	0.1183787138
2718	0.01324010981	0.1731190557	0.9667858533	0.1183719791
2719	0.01323931532	0.1731032185	0.96679193	0.1183652522
2720	0.01323833034	0.1730941884	0.9667953945	0.1183553161
2721	0.01323785068	0.1730833004	0.9667995717	0.1183516142
2722	0.01323693171	0.1730693823	0.9668049109	0.1183432448
2723	0.01323587948	0.1730589759	0.9668089028	0.1183339275
2724	0.01323457974	0.1730463658	0.9668137396	0.1183234282
2725	0.0132336814	0.1730361784	0.9668176469	0.1183145941
2726	0.01323168091	0.1730168474	0.9668250605	0.1182960831
2727	0.01323094293	0.1730041373	0.9668299345	0.118289986
2728	0.01323040402	0.1729956725	0.9668331804	0.1182849166
2729	0.0132298129	0.1729840118	0.9668376514	0.1182801896
2730	0.0132291992	0.1729756741	0.9668408481	0.1182755521
2731	0.01322866052	0.1729660651	0.9668445321	0.1182713773
2732	0.01322749408	0.1729534924	0.9668493519	0.1182603989
2733	0.01322641779	0.1729435848	0.9668531499	0.1182510718
2734	0.01322610801	0.1729399834	0.9668545304	0.1182479385
2735	0.01322572596	0.1729339245	0.9668568528	0.1182444663
2736	0.01322497302	0.1729187488	0.9668626695	0.118238452
2737	0.01322402841	0.1729067812	0.9668672562	0.1182308295
2738	0.01322246312	0.1728914442	0.9668731337	0.1182174708
2739	0.01322127782	0.1728761508	0.966878994	0.1182066797
2740	0.0132205583	0.1728619571	0.9668844325	0.1182001375
2741	0.01321989718	0.1728503476	0.9668888805	0.1181943455
2742	0.01321930644	0.172838865	0.9668932795	0.1181889222
2743	0.01321800066	0.1728198859	0.9669005499	0.118178119
2744	0.01321650174	0.1728036414	0.9669067721	0.1181632485
2745	0.01321563978	0.1727924476	0.9669110593	0.1181560861
2746	0.01321492991	0.1727811007	0.966915405	0.1181496562
2747	0.01321414263	0.1727675945	0.9669205771	0.1181429764
2748	0.0132135244	0.1727536347	0.9669259226	0.1181381228
2749	0.01321324046	0.1727357677	0.9669327636	0.1181366843
2750	0.0132124523	0.1727209109	0.9669384515	0.1181297544
2751	0.01321120125	0.1727107794	0.9669423301	0.118117254
2752	0.01321037892	0.1726919208	0.966949549	0.1181104392
2753	0.01320988757	0.1726803701	0.96695397	0.1181066266
2754	0.01320824931	0.1726615709	0.9669611649	0.1180917433
2755	0.01320710695	0.1726478864	0.9669664018	0.1180822201
2756	0.01320588211	0.1726328256	0.9669721648	0.1180735776
2757	0.01320517792	0.17262474	0.9669752586	0.1180665073
2758	0.01320451136	0.1726140267	0.9669793576	0.1180608775
2759	0.01320349835	0.1726004578	0.9669845488	0.1180524447
2760	0.01320316662	0.1725968792	0.9669859178	0.1180500446
2761	0.01320207933	0.1725807852	0.9669920744	0.1180404208
2762	0.01320134094	0.1725643975	0.9669983427	0.118034223
2763	0.01320107372	0.1725613265	0.9669995174	0.1180322395
2764	0.01320036985	0.1725547725	0.9670020241	0.1180269266
2765	0.01319984068	0.1725484309	0.9670044494	0.1180224719
2766	0.01319949868	0.172541525	0.9670070905	0.1180189322
2767	0.01319855964	0.1725300459	0.9670114804	0.118010768
2768	0.01319782242	0.172503753	0.9670215343	0.1180043372
2769	0.01319721095	0.1724978329	0.9670237978	0.1179981719
2770	0.01319657286	0.1724849706	0.9670287154	0.117992584
2771	0.01319561491	0.1724745606	0.9670326951	0.117985032
2772	0.01319534948	0.172467604	0.9670353545	0.1179826619
2773	0.01319427496	0.1724552049	0.9670400941	0.1179719854
2774	0.01319302297	0.1724393362	0.9670461595	0.1179605421
2775	0.0131914384	0.1724179177	0.9670543453	0.117947554
2776	0.01319025984	0.1723997364	0.9670612931	0.1179373791
2777	0.01318961235	0.1723888978	0.9670654346	0.117932762
2778	0.0131889398	0.1723816534	0.9670682026	0.1179264216
2779	0.01318812003	0.1723713575	0.9670721364	0.1179194774
2780	0.01318763316	0.1723630429	0.967075313	0.1179154006
2781	0.0131867248	0.172348177	0.9670809921	0.1179072793
2782	0.01318620597	0.1723383269	0.9670847547	0.117903404
2783	0.01318544815	0.1723250153	0.9670898394	0.1178961972
2784	0.01318427086	0.1723075121	0.9670965245	0.1178857576
2785	0.01318394187	0.1723009826	0.9670990181	0.1178827389
2786	0.01318318408	0.1722899545	0.9671032296	0.117876688
2787	0.0131810418	0.1722667491	0.9671120907	0.1178572355
2788	0.01317993712	0.1722529987	0.9671173407	0.1178486294
2789	0.01317947032	0.172245723	0.9671201185	0.1178450885
2790	0.01317854765	0.1722340667	0.9671245684	0.1178378202
2791	0.01317759237	0.172219514	0.9671301237	0.1178302431
2792	0.01317689017	0.1722097237	0.9671338608	0.1178249733
2793	0.01317646248	0.1721975772	0.9671384969	0.1178209291
2794	0.01317539088	0.1721813965	0.9671446724	0.1178107475
2795	0.01317489966	0.1721748906	0.9671471552	0.1178071161
2796	0.01317440601	0.1721558951	0.9671544039	0.1178049045
2797	0.0131736072	0.1721450514	0.9671585415	0.1177973672
2798	0.01317277714	0.172134678	0.9671624994	0.117789101
2799	0.01317137006	0.1721209409	0.9671677404	0.1177754882
2800	0.01317082253	0.1721127542	0.9671708635	0.1177710012
2801	0.01316978674	0.1720978901	0.9671765337	0.1177624033
2802	0.01316889162	0.172086712	0.9671807975	0.1177548891
2803	0.01316844072	0.1720799216	0.9671833874	0.1177507962
2804	0.01316724063	0.1720644842	0.9671892752	0.1177420876
2805	0.01316643608	0.1720537689	0.9671933616	0.1177336204
2806	0.01316555554	0.1720437229	0.9671971926	0.1177252505
2807	0.01316473685	0.1720321532	0.9672016043	0.117718905
2808	0.01316269987	0.1720032552	0.9672126223	0.1177008212
2809	0.01316202375	0.171993178	0.9672164641	0.1176953375
2810	0.01316093801	0.1719726316	0.9672242963	0.1176869106
2811	0.01315961623	0.1719560894	0.9672306014	0.1176756576
2812	0.01315847456	0.1719436389	0.9672353466	0.1176672235
2813	0.01315725803	0.1719256715	0.9672421938	0.1176568619
2814	0.01315625457	0.1719092892	0.9672484363	0.1176480486
2815	0.01315530941	0.1718986979	0.9672524718	0.1176387693
2816	0.01315492042	0.1718940101	0.9672542579	0.1176352562
2817	0.01315398671	0.1718840705	0.9672580448	0.1176267845
2818	0.01315311875	0.1718749186	0.9672615313	0.1176200033
2819	0.01315238966	0.1718640243	0.9672656814	0.1176135102
2820	0.01315171383	0.1718522262	0.9672701756	0.1176073236
2821	0.01315067758	0.1718305317	0.9672784386	0.1175973333
2822	0.01314941461	0.1718140567	0.967284713	0.1175857063
2823	0.0131480052	0.1717960247	0.9672915796	0.1175738452
2824	0.01314765689	0.1717921283	0.9672930633	0.117570689
2825	0.01314707266	0.1717832355	0.9672964493	0.1175656213
2826	0.01314609106	0.1717684088	0.9673020944	0.117557371
2827	0.01314543084	0.1717560036	0.9673068171	0.1175525135
2828	0.0131445878	0.1717437047	0.9673114991	0.1175454265
2829	0.01314385749	0.1716662797	0.9673409655	0.1175383006
2830	0.01314337535	0.1716559379	0.9673449004	0.1175345344
2831	0.01314271903	0.171647785	0.9673480023	0.1175286344
2832	0.01314134029	0.1716271723	0.967355844	0.1175158772
2833	0.01314060201	0.1716181671	0.9673592695	0.1175096146
2834	0.01313978294	0.1716075075	0.9673633242	0.1175019824
2835	0.01313711595	0.1715907633	0.9673696928	0.1174734671
2836	0.01313564953	0.1715707408	0.9673773074	0.1174622484
2837	0.01313487862	0.1715610351	0.9673809982	0.1174564059
2838	0.01313431107	0.1715536453	0.9673838082	0.1174505687
2839	0.01313321353	0.1715381818	0.9673896879	0.1174407546
2840	0.01313235438	0.1715274655	0.9673937622	0.1174332327
2841	0.01313134128	0.1715186087	0.9673971293	0.1174252002
2842	0.01312988451	0.171501529	0.9674036222	0.117411507
2843	0.01312925666	0.1714936524	0.9674066162	0.1174065642
2844	0.01312852162	0.1714832214	0.9674105811	0.1174004854
2845	0.01312769898	0.1714693748	0.9674158438	0.1173941989
2846	0.01312629266	0.1714527733	0.967422153	0.1173816336
2847	0.01312499633	0.1714380807	0.9674277362	0.1173697856
2848	0.01312426002	0.1714272621	0.9674318471	0.117362355
2849	0.01312361289	0.1714174594	0.9674355716	0.1173569495
2850	0.01312254216	0.1714038841	0.9674407293	0.1173478983
2851	0.01312164557	0.1713928412	0.9674449245	0.1173400414
2852	0.01312101601	0.171365661	0.9674552491	0.1173356806
2853	0.01312024009	0.1713569242	0.9674585675	0.1173291148
2854	0.01311897306	0.1713408825	0.96746466	0.1173199478
2855	0.01311801833	0.1713284335	0.9674693876	0.1173122053
2856	0.01311775254	0.1713244383	0.9674709048	0.1173098591
2857	0.01311644293	0.171309469	0.9674765889	0.1172994527
2858	0.01311578009	0.1712885635	0.9674845263	0.1172941744
2859	0.01311435283	0.1712695909	0.967491729	0.1172820026
2860	0.01311330841	0.1712559169	0.9674969197	0.1172733054
2861	0.01311263879	0.1712496944	0.9674992816	0.117266422
2862	0.01311222756	0.1712422093	0.9675021227	0.1172629912
2863	0.01311172115	0.1712356049	0.9675046293	0.1172583082
2864	0.01311122647	0.1712272632	0.9675077953	0.1172538845
2865	0.01311064218	0.1712197751	0.9675106371	0.1172484396
2866	0.0131099317	0.1712110951	0.9675139311	0.1172426713
2867	0.01310949384	0.1712003364	0.9675180138	0.1172383278
2868	0.01310816807	0.1711849378	0.9675238567	0.1172262015
2869	0.01310729914	0.1711724979	0.9675285765	0.117218315
2870	0.01310634063	0.171156897	0.9675344953	0.1172104392
2871	0.01310564896	0.1711459241	0.9675386579	0.1172048904
2872	0.0131047432	0.1711324934	0.9675437525	0.1171971219
2873	0.01310383994	0.1711131144	0.9675511027	0.1171895249
2874	0.01310210442	0.1710932679	0.9675586295	0.1171738344
2875	0.01310135418	0.1710820447	0.9675628854	0.117167674
2876	0.01309996908	0.1710622832	0.9675703786	0.1171553087
2877	0.01309949701	0.1710552664	0.9675730389	0.1171520416
2878	0.01309801989	0.1710386153	0.9675793517	0.1171399348
2879	0.01309668351	0.1710157365	0.9675880246	0.1171276141
2880	0.01309505003	0.1709991875	0.9675942972	0.1171133618
2881	0.01309379687	0.1709821308	0.9676007617	0.1171021566
2882	0.01309256031	0.170970665	0.9676051068	0.1170916753
2883	0.01309174407	0.1709578106	0.9676099778	0.1170848922
2884	0.01309094665	0.1709455149	0.9676146368	0.117078537
2885	0.01309001961	0.1709338877	0.9676190422	0.1170703425
2886	0.01308896473	0.1709187989	0.9676247586	0.1170615338
2887	0.01308761189	0.1709015699	0.9676312853	0.117048853
2888	0.0130866116	0.1708843538	0.9676378064	0.1170402587
2889	0.01308570975	0.1708690823	0.9676435904	0.1170339705
2890	0.01308499371	0.1708572228	0.9676480818	0.1170283879
2891	0.01308428908	0.1708473483	0.9676518212	0.117022203
2892	0.01308336529	0.1708378151	0.9676554311	0.1170136455
2893	0.0130820072	0.1708202986	0.9676620635	0.1170020691
2894	0.0130810567	0.1708097505	0.9676660571	0.1169940994
2895	0.01307985261	0.1707970943	0.9676708485	0.1169835421
2896	0.01307869182	0.1707837864	0.9676758862	0.1169729706
2897	0.0130781714	0.17077691	0.9676784892	0.1169684687
2898	0.01307752734	0.1707687128	0.9676815919	0.1169625507
2899	0.01307687376	0.1707575145	0.9676858304	0.1169566636
2900	0.01307505796	0.1707407554	0.9676921731	0.1169388769
2901	0.01307391847	0.1707291065	0.9676965814	0.1169284141
2902	0.01307311528	0.1707146299	0.9677020593	0.1169213409
2903	0.01307223612	0.170703908	0.9677061162	0.1169116161
2904	0.01307151592	0.170696535	0.9677089058	0.1169051165
2905	0.01306982804	0.1706759494	0.9677166938	0.1168899475
2906	0.01306927075	0.1706683855	0.9677195552	0.1168852501
2907	0.01306855256	0.1706613319	0.9677222234	0.1168788806
2908	0.01306705076	0.1706443201	0.967728658	0.1168647508
2909	0.01306650831	0.1706302692	0.9677339723	0.1168605423
2910	0.01306581602	0.1706210626	0.9677374541	0.1168551504
2911	0.01306530365	0.1706156792	0.96773949	0.1168504379
2912	0.01306497609	0.1706072545	0.9677426758	0.1168479081
2913	0.01306412023	0.1705959468	0.9677469517	0.1168408721
2914	0.01306381796	0.1705885312	0.9677497556	0.1168382244
2915	0.01306303895	0.1705800968	0.9677529446	0.1168320893
2916	0.01306201226	0.1705699821	0.9677567687	0.1168223229
2917	0.01306143975	0.1705601092	0.9677605012	0.116817282
2918	0.01306077693	0.1705432842	0.9677668615	0.1168109621
2919	0.01306007259	0.1705349364	0.9677700169	0.1168037707
2920	0.01305945976	0.1705269164	0.9677730483	0.1167979514
2921	0.01305801646	0.1705079252	0.967780226	0.1167859216
2922	0.01305718891	0.1705000355	0.9677832076	0.1167790589
2923	0.01305643343	0.1704923697	0.9677861045	0.1167734786
2924	0.01305591978	0.1704831376	0.9677895932	0.1167679171
2925	0.01305503274	0.1704713595	0.9677940437	0.1167607852
2926	0.01305452308	0.1704614248	0.9677977973	0.1167561472
2927	0.0130530506	0.1704483924	0.9678027211	0.1167432935
2928	0.01305196197	0.1704333216	0.9678084145	0.1167342166
2929	0.01305051243	0.1704152781	0.9678152303	0.1167202775
2930	0.01305000959	0.1704005132	0.9678208071	0.1167159057
2931	0.0130494397	0.17039156	0.9678241885	0.116711198
2932	0.01304864589	0.1703762683	0.9678299635	0.1167040078
2933	0.01304797735	0.1703687134	0.9678328164	0.1166988693
2934	0.01304704972	0.17035214	0.9678390745	0.1166912246
2935	0.01304626714	0.1703403166	0.9678435386	0.1166837427
2936	0.01304539176	0.1703281235	0.9678481421	0.116676281
2937	0.01304481833	0.1703143294	0.9678533495	0.1166707184
2938	0.01304405663	0.1703040676	0.9678572232	0.1166636093
2939	0.01304286158	0.170287141	0.9678636123	0.1166535835
2940	0.013042047	0.1702794958	0.9678664978	0.1166469714
2941	0.01304104252	0.1702667466	0.9678713094	0.1166388976
2942	0.01304009611	0.1702592109	0.9678741533	0.1166290581
2943	0.01303920191	0.1702486647	0.967878133	0.1166224159
2944	0.01303796378	0.1702289579	0.967885569	0.1166128195
2945	0.01303744289	0.1702175101	0.9678898882	0.1166089493
2946	0.01303658996	0.1701955412	0.9678981762	0.1166036615
2947	0.01303495801	0.1701822871	0.9679031759	0.1165878134
2948	0.01303357402	0.1701650976	0.9679096595	0.1165765349
2949	0.01303249327	0.1701523438	0.9679144697	0.1165652964
2950	0.01303172668	0.1701451044	0.9679171999	0.1165582307
2951	0.01303081188	0.1701326372	0.9679219013	0.1165496846
2952	0.01303039748	0.1701279519	0.9679236681	0.1165463217
2953	0.01302998913	0.1701220382	0.9679258981	0.1165426313
2954	0.0130295996	0.1701174557	0.967927626	0.1165397385
2955	0.01302873528	0.1701052618	0.9679322237	0.1165332056
2956	0.01302775395	0.170087146	0.9679390536	0.1165251691
2957	0.01302706041	0.1700797237	0.9679418517	0.1165186946
2958	0.01302686044	0.1700719253	0.9679447914	0.1165170796
2959	0.01302591063	0.1700581387	0.9679499882	0.1165084069
2960	0.01302508156	0.1700444509	0.9679551474	0.1165021767
2961	0.01302408547	0.1700297578	0.9679606849	0.1164942652
2962	0.01302291631	0.1700169269	0.9679655203	0.1164848144
2963	0.01302259554	0.1700146215	0.9679663891	0.1164822956
2964	0.01302193913	0.1700073805	0.9679691177	0.1164765688
2965	0.01302062875	0.1699879467	0.9679764402	0.1164659772
2966	0.0130196498	0.1699762697	0.9679808397	0.1164571693
2967	0.01301874215	0.1699627377	0.9679859377	0.1164493288
2968	0.0130179923	0.1699533382	0.9679894785	0.1164431046
2969	0.01301722103	0.1699427841	0.9679934541	0.1164366326
2970	0.01301668023	0.1699369242	0.9679956613	0.1164319486
2971	0.01301556657	0.1699199875	0.9680020404	0.1164229204
2972	0.01301469216	0.1699088102	0.9680062499	0.1164151006
2973	0.01301441116	0.1699058233	0.9680073748	0.1164130626
2974	0.01301357688	0.1698943568	0.9680116928	0.1164054077
2975	0.0130133955	0.1698914981	0.9680127693	0.1164038332
2976	0.01301283065	0.169879254	0.9680173798	0.1163995159
2977	0.01301206245	0.1698718736	0.9680201587	0.1163921303
2978	0.01301122158	0.1698620069	0.9680238736	0.1163854995
2979	0.01301057635	0.1698512477	0.9680279242	0.1163795078
2980	0.01300999139	0.169843798	0.9680307288	0.1163746884
2981	0.01300910472	0.1698350297	0.9680340295	0.1163658288
2982	0.01300830421	0.1698268191	0.9680371202	0.1163585674
2983	0.01300750064	0.1698151028	0.9680415303	0.1163516767
2984	0.01300593586	0.1697964935	0.9680485343	0.1163380699
2985	0.01300550983	0.1697874532	0.9680519365	0.1163341471
2986	0.01300473183	0.1697782663	0.9680553937	0.1163280116
2987	0.01300373077	0.1697670827	0.9680596021	0.116318826
2988	0.01300227003	0.169749498	0.9680662186	0.116305849
2989	0.01300074163	0.1697342881	0.968071941	0.1162928389
2990	0.01299996063	0.1697094276	0.9680812932	0.1162880723
2991	0.01299844032	0.1696946386	0.9680868559	0.1162753498
2992	0.01299777765	0.1696826108	0.9680913797	0.116269798
2993	0.01299701334	0.1696739965	0.9680946194	0.1162628807
2994	0.01299631136	0.1696641552	0.9680983204	0.1162567306
2995	0.01299585931	0.1696584366	0.9681004709	0.116251926
2996	0.01299501102	0.1696468083	0.9681048435	0.1162443071
2997	0.0129942015	0.1696348203	0.968109351	0.1162373945
2998	0.01299355784	0.1696298028	0.9681112376	0.1162319297
2999	0.01299297571	0.1696219647	0.9681141845	0.1162270801
3000	0.01299248879	0.1696023549	0.9681215566	0.1162228217
3001	0.01299137294	0.1695878277	0.9681270175	0.1162131899
3002	0.01299089051	0.1695793711	0.9681301961	0.1162090318
3003	0.01299002725	0.1695668216	0.9681349129	0.1162010977
3004	0.01298948233	0.1695595475	0.9681376467	0.1161970432
3005	0.01298906394	0.1695514799	0.9681406787	0.1161932648
3006	0.0129878346	0.1695384706	0.9681455675	0.1161817375
3007	0.01298735046	0.1695320786	0.9681479694	0.1161769721
3008	0.01298647266	0.1695170591	0.9681536129	0.1161696005
3009	0.01298572015	0.1695066717	0.9681575157	0.1161623548
3010	0.0129854051	0.1694992671	0.9681602976	0.1161596215
3011	0.01298481797	0.1694937254	0.9681623795	0.1161541235
3012	0.01298454351	0.1694917211	0.9681631325	0.116151877
3013	0.01298410093	0.1694824033	0.9681666329	0.1161480333
3014	0.01298311451	0.1694709616	0.9681709308	0.116140261
3015	0.01298215832	0.169459312	0.9681753066	0.116132336
3016	0.01298156036	0.1694513961	0.9681782798	0.1161275279
3017	0.01298023596	0.1694345336	0.9681846128	0.1161160543
3018	0.01297940701	0.169424472	0.9681883913	0.1161091873
3019	0.01297913322	0.1694192836	0.9681903396	0.1161069232
3020	0.01297824444	0.169406164	0.968195266	0.1160998043
3021	0.01297789196	0.1694012171	0.9681971235	0.116096024
3022	0.01297699456	0.1693880067	0.9682020834	0.1160874354
3023	0.01297583536	0.1693697875	0.9682089234	0.1160784513
3024	0.01297411541	0.1693542723	0.9682147476	0.1160609351
3025	0.01297378518	0.1693509381	0.9682159991	0.1160577446
3026	0.01297324126	0.1693395037	0.968220291	0.1160534605
3027	0.01297233042	0.1693266541	0.9682251138	0.1160448588
3028	0.0129717615	0.1693174557	0.9682285659	0.1160396098
3029	0.01297089871	0.1693030843	0.9682339591	0.1160327517
3030	0.01296978514	0.1692893401	0.9682391165	0.1160232965
3031	0.01296848058	0.1692753937	0.9682443494	0.1160110108
3032	0.01296790103	0.1692668812	0.9682475431	0.1160060822
3033	0.01296707105	0.1692588555	0.9682505541	0.1159984829
3034	0.01296638783	0.1692468099	0.9682550729	0.1159926142
3035	0.01296581871	0.1692366147	0.9682588974	0.1159879712
3036	0.01296501978	0.1692287967	0.9682618299	0.1159802935
3037	0.01296424165	0.1692201272	0.9682650817	0.1159731528
3038	0.0129630101	0.1692097996	0.9682689552	0.1159617114
